type,notch,searge,mcp
func,acy/a(Lry;)V,net/minecraft/entity/monster/EntityGhast/func_189756_b(Lnet/minecraft/util/datafix/DataFixer;)V,registerFixesGhast
func,acy/a(Lur;F)Z,net/minecraft/entity/monster/EntityGhast/func_70097_a(Lnet/minecraft/util/DamageSource;F)Z,attackEntityFrom
func,acy/a(Z)V,net/minecraft/entity/monster/EntityGhast/func_175454_a(Z)V,setAttacking
func,acy/b(Lfy;)V,net/minecraft/entity/monster/EntityGhast/func_70014_b(Lnet/minecraft/nbt/NBTTagCompound;)V,writeEntityToNBT
func,acy/d(Lur;)Lqe;,net/minecraft/entity/monster/EntityGhast/func_184601_bQ(Lnet/minecraft/util/DamageSource;)Lnet/minecraft/util/SoundEvent;,getHurtSound
func,acy/i()V,net/minecraft/entity/monster/EntityGhast/func_70088_a()V,entityInit
func,acy/p()Z,net/minecraft/entity/monster/EntityGhast/func_110182_bF()Z,isAttacking
func,acy/r()V,net/minecraft/entity/monster/EntityGhast/func_184651_r()V,initEntityAI
func,acy/B_()V,net/minecraft/entity/monster/EntityGhast/func_70071_h_()V,onUpdate
func,acy/bK()Lqg;,net/minecraft/entity/monster/EntityGhast/func_184176_by()Lnet/minecraft/util/SoundCategory;,getSoundCategory
func,acy/bM()V,net/minecraft/entity/monster/EntityGhast/func_110147_ax()V,applyEntityAttributes
func,acy/by()F,net/minecraft/entity/monster/EntityGhast/func_70047_e()F,getEyeHeight
func,acy/cU()I,net/minecraft/entity/monster/EntityGhast/func_70641_bl()I,getMaxSpawnedInChunk
func,acy/cf()Lqe;,net/minecraft/entity/monster/EntityGhast/func_184615_bR()Lnet/minecraft/util/SoundEvent;,getDeathSound
func,acy/cq()F,net/minecraft/entity/monster/EntityGhast/func_70599_aP()F,getSoundVolume
func,acy/de()I,net/minecraft/entity/monster/EntityGhast/func_175453_cd()I,getFireballStrength
func,acz/J()Lnf;,net/minecraft/entity/monster/EntityGiantZombie/func_184647_J()Lnet/minecraft/util/ResourceLocation;,getLootTable
func,acz/a(Let;)F,net/minecraft/entity/monster/EntityGiantZombie/func_180484_a(Lnet/minecraft/util/math/BlockPos;)F,getBlockPathWeight
func,acz/a(Lry;)V,net/minecraft/entity/monster/EntityGiantZombie/func_189765_b(Lnet/minecraft/util/datafix/DataFixer;)V,registerFixesGiantZombie
func,acz/bM()V,net/minecraft/entity/monster/EntityGiantZombie/func_110147_ax()V,applyEntityAttributes
func,acz/by()F,net/minecraft/entity/monster/EntityGiantZombie/func_70047_e()F,getEyeHeight
func,ada$a/a()Z,net/minecraft/entity/monster/EntityGuardian$AIGuardianAttack/func_75250_a()Z,shouldExecute
func,ada$a/b()Z,net/minecraft/entity/monster/EntityGuardian$AIGuardianAttack/func_75253_b()Z,shouldContinueExecuting
func,ada$a/c()V,net/minecraft/entity/monster/EntityGuardian$AIGuardianAttack/func_75249_e()V,startExecuting
func,ada$a/d()V,net/minecraft/entity/monster/EntityGuardian$AIGuardianAttack/func_75251_c()V,resetTask
func,ada$a/e()V,net/minecraft/entity/monster/EntityGuardian$AIGuardianAttack/func_75246_d()V,updateTask
func,ada$b/a(Lvp;)Z,net/minecraft/entity/monster/EntityGuardian$GuardianTargetSelector/apply(Lnet/minecraft/entity/EntityLivingBase;)Z,-
func,ada$b/apply(Ljava/lang/Object;)Z,net/minecraft/entity/monster/EntityGuardian$GuardianTargetSelector/apply(Ljava/lang/Object;)Z,-
func,ada$c/a()V,net/minecraft/entity/monster/EntityGuardian$GuardianMoveHelper/func_75641_c()V,onUpdateMoveHelper
func,ada/C()I,net/minecraft/entity/monster/EntityGuardian/func_70627_aG()I,getTalkInterval
func,ada/F()Lqe;,net/minecraft/entity/monster/EntityGuardian/func_184639_G()Lnet/minecraft/util/SoundEvent;,getAmbientSound
func,ada/J()Lnf;,net/minecraft/entity/monster/EntityGuardian/func_184647_J()Lnet/minecraft/util/ResourceLocation;,getLootTable
func,ada/N()I,net/minecraft/entity/monster/EntityGuardian/func_70646_bf()I,getVerticalFaceSpeed
func,ada/P()Z,net/minecraft/entity/monster/EntityGuardian/func_70601_bi()Z,getCanSpawnHere
func,ada/Q()Z,net/minecraft/entity/monster/EntityGuardian/func_70058_J()Z,isNotColliding
func,ada/a(F)F,net/minecraft/entity/monster/EntityGuardian/func_175471_a(F)F,getTailAnimation
func,ada/a(FFF)V,net/minecraft/entity/monster/EntityGuardian/func_191986_a(FFF)V,travel
func,ada/a(I)V,net/minecraft/entity/monster/EntityGuardian/func_175463_b(I)V,setTargetedEntity
func,ada/a(Lada;I)V,net/minecraft/entity/monster/EntityGuardian/access$000(Lnet/minecraft/entity/monster/EntityGuardian;I)V,-
func,ada/a(Lada;Z)V,net/minecraft/entity/monster/EntityGuardian/access$100(Lnet/minecraft/entity/monster/EntityGuardian;Z)V,-
func,ada/a(Let;)F,net/minecraft/entity/monster/EntityGuardian/func_180484_a(Lnet/minecraft/util/math/BlockPos;)F,getBlockPathWeight
func,ada/a(Lmy;)V,net/minecraft/entity/monster/EntityGuardian/func_184206_a(Lnet/minecraft/network/datasync/DataParameter;)V,notifyDataManagerChange
func,ada/a(Lur;F)Z,net/minecraft/entity/monster/EntityGuardian/func_70097_a(Lnet/minecraft/util/DamageSource;F)Z,attackEntityFrom
func,ada/a(Z)V,net/minecraft/entity/monster/EntityGuardian/func_175476_l(Z)V,setMoving
func,ada/b(Lamu;)Lze;,net/minecraft/entity/monster/EntityGuardian/func_175447_b(Lnet/minecraft/world/World;)Lnet/minecraft/pathfinding/PathNavigate;,createNavigator
func,ada/c(Lry;)V,net/minecraft/entity/monster/EntityGuardian/func_189766_b(Lnet/minecraft/util/datafix/DataFixer;)V,registerFixesGuardian
func,ada/d(Lur;)Lqe;,net/minecraft/entity/monster/EntityGuardian/func_184601_bQ(Lnet/minecraft/util/DamageSource;)Lnet/minecraft/util/SoundEvent;,getHurtSound
func,ada/i()V,net/minecraft/entity/monster/EntityGuardian/func_70088_a()V,entityInit
func,ada/n()V,net/minecraft/entity/monster/EntityGuardian/func_70636_d()V,onLivingUpdate
func,ada/p()I,net/minecraft/entity/monster/EntityGuardian/func_175464_ck()I,getAttackDuration
func,ada/r()V,net/minecraft/entity/monster/EntityGuardian/func_184651_r()V,initEntityAI
func,ada/r(F)F,net/minecraft/entity/monster/EntityGuardian/func_175469_o(F)F,getSpikesAnimation
func,ada/s(F)F,net/minecraft/entity/monster/EntityGuardian/func_175477_p(F)F,getAttackAnimationScale
func,ada/ak()Z,net/minecraft/entity/monster/EntityGuardian/func_70041_e_()Z,canTriggerWalking
func,ada/bM()V,net/minecraft/entity/monster/EntityGuardian/func_110147_ax()V,applyEntityAttributes
func,ada/by()F,net/minecraft/entity/monster/EntityGuardian/func_70047_e()F,getEyeHeight
func,ada/cf()Lqe;,net/minecraft/entity/monster/EntityGuardian/func_184615_bR()Lnet/minecraft/util/SoundEvent;,getDeathSound
func,ada/dn()Lqe;,net/minecraft/entity/monster/EntityGuardian/func_190765_dj()Lnet/minecraft/util/SoundEvent;,getFlopSound
func,ada/do()Z,net/minecraft/entity/monster/EntityGuardian/func_175472_n()Z,isMoving
func,ada/dp()Z,net/minecraft/entity/monster/EntityGuardian/func_175474_cn()Z,hasTargetedEntity
func,ada/dq()Lvp;,net/minecraft/entity/monster/EntityGuardian/func_175466_co()Lnet/minecraft/entity/EntityLivingBase;,getTargetedEntity
func,ada/s_()Z,net/minecraft/entity/monster/EntityGuardian/func_70814_o()Z,isValidLightLevel
func,adb/B(Lvg;)Z,net/minecraft/entity/monster/EntityHusk/func_70652_k(Lnet/minecraft/entity/Entity;)Z,attackEntityAsMob
func,adb/F()Lqe;,net/minecraft/entity/monster/EntityHusk/func_184639_G()Lnet/minecraft/util/SoundEvent;,getAmbientSound
func,adb/J()Lnf;,net/minecraft/entity/monster/EntityHusk/func_184647_J()Lnet/minecraft/util/ResourceLocation;,getLootTable
func,adb/P()Z,net/minecraft/entity/monster/EntityHusk/func_70601_bi()Z,getCanSpawnHere
func,adb/a(Lry;)V,net/minecraft/entity/monster/EntityHusk/func_190740_b(Lnet/minecraft/util/datafix/DataFixer;)V,registerFixesHusk
func,adb/d(Lur;)Lqe;,net/minecraft/entity/monster/EntityHusk/func_184601_bQ(Lnet/minecraft/util/DamageSource;)Lnet/minecraft/util/SoundEvent;,getHurtSound
func,adb/p()Z,net/minecraft/entity/monster/EntityHusk/func_190730_o()Z,shouldBurnInDay
func,adb/cf()Lqe;,net/minecraft/entity/monster/EntityHusk/func_184615_bR()Lnet/minecraft/util/SoundEvent;,getDeathSound
func,adb/dm()Lqe;,net/minecraft/entity/monster/EntityHusk/func_190731_di()Lnet/minecraft/util/SoundEvent;,getStepSound
func,adb/dn()Laip;,net/minecraft/entity/monster/EntityHusk/func_190732_dj()Lnet/minecraft/item/ItemStack;,getSkullDrop
func,adc$a/a()Z,net/minecraft/entity/monster/EntityIllusionIllager$AIBlindnessSpell/func_75250_a()Z,shouldExecute
func,adc$a/c()V,net/minecraft/entity/monster/EntityIllusionIllager$AIBlindnessSpell/func_75249_e()V,startExecuting
func,adc$a/f()I,net/minecraft/entity/monster/EntityIllusionIllager$AIBlindnessSpell/func_190869_f()I,getCastingTime
func,adc$a/i()I,net/minecraft/entity/monster/EntityIllusionIllager$AIBlindnessSpell/func_190872_i()I,getCastingInterval
func,adc$a/j()V,net/minecraft/entity/monster/EntityIllusionIllager$AIBlindnessSpell/func_190868_j()V,castSpell
func,adc$a/k()Lqe;,net/minecraft/entity/monster/EntityIllusionIllager$AIBlindnessSpell/func_190871_k()Lnet/minecraft/util/SoundEvent;,getSpellPrepareSound
func,adc$a/l()Ladm$a;,net/minecraft/entity/monster/EntityIllusionIllager$AIBlindnessSpell/func_193320_l()Lnet/minecraft/entity/monster/EntitySpellcasterIllager$SpellType;,getSpellType
func,adc$b/a()Z,net/minecraft/entity/monster/EntityIllusionIllager$AIMirriorSpell/func_75250_a()Z,shouldExecute
func,adc$b/f()I,net/minecraft/entity/monster/EntityIllusionIllager$AIMirriorSpell/func_190869_f()I,getCastingTime
func,adc$b/i()I,net/minecraft/entity/monster/EntityIllusionIllager$AIMirriorSpell/func_190872_i()I,getCastingInterval
func,adc$b/j()V,net/minecraft/entity/monster/EntityIllusionIllager$AIMirriorSpell/func_190868_j()V,castSpell
func,adc$b/k()Lqe;,net/minecraft/entity/monster/EntityIllusionIllager$AIMirriorSpell/func_190871_k()Lnet/minecraft/util/SoundEvent;,getSpellPrepareSound
func,adc$b/l()Ladm$a;,net/minecraft/entity/monster/EntityIllusionIllager$AIMirriorSpell/func_193320_l()Lnet/minecraft/entity/monster/EntitySpellcasterIllager$SpellType;,getSpellType
func,adc/F()Lqe;,net/minecraft/entity/monster/EntityIllusionIllager/func_184639_G()Lnet/minecraft/util/SoundEvent;,getAmbientSound
func,adc/J()Lnf;,net/minecraft/entity/monster/EntityIllusionIllager/func_184647_J()Lnet/minecraft/util/ResourceLocation;,getLootTable
func,adc/a(F)[Lbhe;,net/minecraft/entity/monster/EntityIllusionIllager/func_193098_a(F)[Lnet/minecraft/util/math/Vec3d;,getRenderLocations
func,adc/a(Lua;Lvs;)Lvs;,net/minecraft/entity/monster/EntityIllusionIllager/func_180482_a(Lnet/minecraft/world/DifficultyInstance;Lnet/minecraft/entity/IEntityLivingData;)Lnet/minecraft/entity/IEntityLivingData;,onInitialSpawn
func,adc/a(Lvp;F)V,net/minecraft/entity/monster/EntityIllusionIllager/func_82196_d(Lnet/minecraft/entity/EntityLivingBase;F)V,attackEntityWithRangedAttack
func,adc/d(Lur;)Lqe;,net/minecraft/entity/monster/EntityIllusionIllager/func_184601_bQ(Lnet/minecraft/util/DamageSource;)Lnet/minecraft/util/SoundEvent;,getHurtSound
func,adc/i()V,net/minecraft/entity/monster/EntityIllusionIllager/func_70088_a()V,entityInit
func,adc/n()V,net/minecraft/entity/monster/EntityIllusionIllager/func_70636_d()V,onLivingUpdate
func,adc/p()Laco$a;,net/minecraft/entity/monster/EntityIllusionIllager/func_193077_p()Lnet/minecraft/entity/monster/AbstractIllager$IllagerArmPose;,getArmPose
func,adc/p(Z)V,net/minecraft/entity/monster/EntityIllusionIllager/func_184724_a(Z)V,setSwingingArms
func,adc/r()V,net/minecraft/entity/monster/EntityIllusionIllager/func_184651_r()V,initEntityAI
func,adc/r(F)Laeh;,net/minecraft/entity/monster/EntityIllusionIllager/func_193097_t(F)Lnet/minecraft/entity/projectile/EntityArrow;,createArrowEntity
func,adc/r(Lvg;)Z,net/minecraft/entity/monster/EntityIllusionIllager/func_184191_r(Lnet/minecraft/entity/Entity;)Z,isOnSameTeam
func,adc/bM()V,net/minecraft/entity/monster/EntityIllusionIllager/func_110147_ax()V,applyEntityAttributes
func,adc/bx()Lbhb;,net/minecraft/entity/monster/EntityIllusionIllager/func_184177_bl()Lnet/minecraft/util/math/AxisAlignedBB;,getRenderBoundingBox
func,adc/cf()Lqe;,net/minecraft/entity/monster/EntityIllusionIllager/func_184615_bR()Lnet/minecraft/util/SoundEvent;,getDeathSound
func,adc/dl()Z,net/minecraft/entity/monster/EntityIllusionIllager/func_193096_dj()Z,isAggressive
func,adc/dm()Lqe;,net/minecraft/entity/monster/EntityIllusionIllager/func_193086_dk()Lnet/minecraft/util/SoundEvent;,getSpellSound
func,add/J()Lnf;,net/minecraft/entity/monster/EntityMagmaCube/func_184647_J()Lnet/minecraft/util/ResourceLocation;,getLootTable
func,add/P()Z,net/minecraft/entity/monster/EntityMagmaCube/func_70601_bi()Z,getCanSpawnHere
func,add/Q()Z,net/minecraft/entity/monster/EntityMagmaCube/func_70058_J()Z,isNotColliding
func,add/a(IZ)V,net/minecraft/entity/monster/EntityMagmaCube/func_70799_a(IZ)V,setSlimeSize
func,add/a(Lry;)V,net/minecraft/entity/monster/EntityMagmaCube/func_189759_b(Lnet/minecraft/util/datafix/DataFixer;)V,registerFixesMagmaCube
func,add/d(Lur;)Lqe;,net/minecraft/entity/monster/EntityMagmaCube/func_184601_bQ(Lnet/minecraft/util/DamageSource;)Lnet/minecraft/util/SoundEvent;,getHurtSound
func,add/e(FF)V,net/minecraft/entity/monster/EntityMagmaCube/func_180430_e(FF)V,fall
func,add/p()Lfj;,net/minecraft/entity/monster/EntityMagmaCube/func_180487_n()Lnet/minecraft/util/EnumParticleTypes;,getParticleType
func,add/aR()Z,net/minecraft/entity/monster/EntityMagmaCube/func_70027_ad()Z,isBurning
func,add/av()I,net/minecraft/entity/monster/EntityMagmaCube/func_70070_b()I,getBrightnessForRender
func,add/aw()F,net/minecraft/entity/monster/EntityMagmaCube/func_70013_c()F,getBrightness
func,add/bM()V,net/minecraft/entity/monster/EntityMagmaCube/func_110147_ax()V,applyEntityAttributes
func,add/cf()Lqe;,net/minecraft/entity/monster/EntityMagmaCube/func_184615_bR()Lnet/minecraft/util/SoundEvent;,getDeathSound
func,add/cu()V,net/minecraft/entity/monster/EntityMagmaCube/func_70664_aZ()V,jump
func,add/cw()V,net/minecraft/entity/monster/EntityMagmaCube/func_180466_bG()V,handleJumpLava
func,add/de()Ladl;,net/minecraft/entity/monster/EntityMagmaCube/func_70802_j()Lnet/minecraft/entity/monster/EntitySlime;,createInstance
func,add/df()I,net/minecraft/entity/monster/EntityMagmaCube/func_70806_k()I,getJumpDelay
func,add/dg()V,net/minecraft/entity/monster/EntityMagmaCube/func_70808_l()V,alterSquishAmount
func,add/dh()Z,net/minecraft/entity/monster/EntityMagmaCube/func_70800_m()Z,canDamagePlayer
func,add/di()I,net/minecraft/entity/monster/EntityMagmaCube/func_70805_n()I,getAttackStrength
func,add/dj()Lqe;,net/minecraft/entity/monster/EntityMagmaCube/func_184709_cY()Lnet/minecraft/util/SoundEvent;,getSquishSound
func,add/dk()Lqe;,net/minecraft/entity/monster/EntityMagmaCube/func_184710_cZ()Lnet/minecraft/util/SoundEvent;,getJumpSound
func,ade/B(Lvg;)Z,net/minecraft/entity/monster/EntityMob/func_70652_k(Lnet/minecraft/entity/Entity;)Z,attackEntityAsMob
func,ade/P()Z,net/minecraft/entity/monster/EntityMob/func_70601_bi()Z,getCanSpawnHere
func,ade/a(Let;)F,net/minecraft/entity/monster/EntityMob/func_180484_a(Lnet/minecraft/util/math/BlockPos;)F,getBlockPathWeight
func,ade/a(Lur;F)Z,net/minecraft/entity/monster/EntityMob/func_70097_a(Lnet/minecraft/util/DamageSource;F)Z,attackEntityFrom
func,ade/c(Laed;)Z,net/minecraft/entity/monster/EntityMob/func_191990_c(Lnet/minecraft/entity/player/EntityPlayer;)Z,isPreventingPlayerRest
func,ade/d(Lur;)Lqe;,net/minecraft/entity/monster/EntityMob/func_184601_bQ(Lnet/minecraft/util/DamageSource;)Lnet/minecraft/util/SoundEvent;,getHurtSound
func,ade/e(I)Lqe;,net/minecraft/entity/monster/EntityMob/func_184588_d(I)Lnet/minecraft/util/SoundEvent;,getFallSound
func,ade/n()V,net/minecraft/entity/monster/EntityMob/func_70636_d()V,onLivingUpdate
func,ade/B_()V,net/minecraft/entity/monster/EntityMob/func_70071_h_()V,onUpdate
func,ade/ae()Lqe;,net/minecraft/entity/monster/EntityMob/func_184184_Z()Lnet/minecraft/util/SoundEvent;,getSwimSound
func,ade/af()Lqe;,net/minecraft/entity/monster/EntityMob/func_184181_aa()Lnet/minecraft/util/SoundEvent;,getSplashSound
func,ade/bK()Lqg;,net/minecraft/entity/monster/EntityMob/func_184176_by()Lnet/minecraft/util/SoundCategory;,getSoundCategory
func,ade/bM()V,net/minecraft/entity/monster/EntityMob/func_110147_ax()V,applyEntityAttributes
func,ade/bP()Z,net/minecraft/entity/monster/EntityMob/func_146066_aG()Z,canDropLoot
func,ade/cf()Lqe;,net/minecraft/entity/monster/EntityMob/func_184615_bR()Lnet/minecraft/util/SoundEvent;,getDeathSound
func,ade/s_()Z,net/minecraft/entity/monster/EntityMob/func_70814_o()Z,isValidLightLevel
func,adf$a/a()Z,net/minecraft/entity/monster/EntityPigZombie$AITargetAggressor/func_75250_a()Z,shouldExecute
func,adf$b/a(Lvx;Lvp;)V,net/minecraft/entity/monster/EntityPigZombie$AIHurtByAggressor/func_179446_a(Lnet/minecraft/entity/EntityCreature;Lnet/minecraft/entity/EntityLivingBase;)V,setEntityAttackTarget
func,adf/F()Lqe;,net/minecraft/entity/monster/EntityPigZombie/func_184639_G()Lnet/minecraft/util/SoundEvent;,getAmbientSound
func,adf/J()Lnf;,net/minecraft/entity/monster/EntityPigZombie/func_184647_J()Lnet/minecraft/util/ResourceLocation;,getLootTable
func,adf/M()V,net/minecraft/entity/monster/EntityPigZombie/func_70619_bc()V,updateAITasks
func,adf/P()Z,net/minecraft/entity/monster/EntityPigZombie/func_70601_bi()Z,getCanSpawnHere
func,adf/Q()Z,net/minecraft/entity/monster/EntityPigZombie/func_70058_J()Z,isNotColliding
func,adf/a(Ladf;Lvg;)V,net/minecraft/entity/monster/EntityPigZombie/access$000(Lnet/minecraft/entity/monster/EntityPigZombie;Lnet/minecraft/entity/Entity;)V,-
func,adf/a(Laed;Lub;)Z,net/minecraft/entity/monster/EntityPigZombie/func_184645_a(Lnet/minecraft/entity/player/EntityPlayer;Lnet/minecraft/util/EnumHand;)Z,processInteract
func,adf/a(Lfy;)V,net/minecraft/entity/monster/EntityPigZombie/func_70037_a(Lnet/minecraft/nbt/NBTTagCompound;)V,readEntityFromNBT
func,adf/a(Lry;)V,net/minecraft/entity/monster/EntityPigZombie/func_189781_b(Lnet/minecraft/util/datafix/DataFixer;)V,registerFixesPigZombie
func,adf/a(Lua;)V,net/minecraft/entity/monster/EntityPigZombie/func_180481_a(Lnet/minecraft/world/DifficultyInstance;)V,setEquipmentBasedOnDifficulty
func,adf/a(Lur;F)Z,net/minecraft/entity/monster/EntityPigZombie/func_70097_a(Lnet/minecraft/util/DamageSource;F)Z,attackEntityFrom
func,adf/a(Lvg;)V,net/minecraft/entity/monster/EntityPigZombie/func_70835_c(Lnet/minecraft/entity/Entity;)V,becomeAngryAt
func,adf/a(Lvp;)V,net/minecraft/entity/monster/EntityPigZombie/func_70604_c(Lnet/minecraft/entity/EntityLivingBase;)V,setRevengeTarget
func,adf/b(Lfy;)V,net/minecraft/entity/monster/EntityPigZombie/func_70014_b(Lnet/minecraft/nbt/NBTTagCompound;)V,writeEntityToNBT
func,adf/c(Laed;)Z,net/minecraft/entity/monster/EntityPigZombie/func_191990_c(Lnet/minecraft/entity/player/EntityPlayer;)Z,isPreventingPlayerRest
func,adf/d(Lur;)Lqe;,net/minecraft/entity/monster/EntityPigZombie/func_184601_bQ(Lnet/minecraft/util/DamageSource;)Lnet/minecraft/util/SoundEvent;,getHurtSound
func,adf/bM()V,net/minecraft/entity/monster/EntityPigZombie/func_110147_ax()V,applyEntityAttributes
func,adf/cf()Lqe;,net/minecraft/entity/monster/EntityPigZombie/func_184615_bR()Lnet/minecraft/util/SoundEvent;,getDeathSound
func,adf/dn()Laip;,net/minecraft/entity/monster/EntityPigZombie/func_190732_dj()Lnet/minecraft/item/ItemStack;,getSkullDrop
func,adf/do()V,net/minecraft/entity/monster/EntityPigZombie/func_175456_n()V,applyEntityAI
func,adf/dp()Z,net/minecraft/entity/monster/EntityPigZombie/func_175457_ck()Z,isAngry
func,adg/a(Lvp;F)V,net/minecraft/entity/IRangedAttackMob/func_82196_d(Lnet/minecraft/entity/EntityLivingBase;F)V,attackEntityWithRangedAttack
func,adg/p(Z)V,net/minecraft/entity/IRangedAttackMob/func_184724_a(Z)V,setSwingingArms
func,adh/a(Lfy;)Lwe;,net/minecraft/entity/SharedMonsterAttributes/func_111259_a(Lnet/minecraft/nbt/NBTTagCompound;)Lnet/minecraft/entity/ai/attributes/AttributeModifier;,readAttributeModifierFromNBT
func,adh/a(Lwd;)Lfy;,net/minecraft/entity/SharedMonsterAttributes/func_111261_a(Lnet/minecraft/entity/ai/attributes/IAttributeInstance;)Lnet/minecraft/nbt/NBTTagCompound;,writeAttributeInstanceToNBT
func,adh/a(Lwd;Lfy;)V,net/minecraft/entity/SharedMonsterAttributes/func_111258_a(Lnet/minecraft/entity/ai/attributes/IAttributeInstance;Lnet/minecraft/nbt/NBTTagCompound;)V,applyModifiersToAttributeInstance
func,adh/a(Lwe;)Lfy;,net/minecraft/entity/SharedMonsterAttributes/func_111262_a(Lnet/minecraft/entity/ai/attributes/AttributeModifier;)Lnet/minecraft/nbt/NBTTagCompound;,writeAttributeModifierToNBT
func,adh/a(Lwg;)Lge;,net/minecraft/entity/SharedMonsterAttributes/func_111257_a(Lnet/minecraft/entity/ai/attributes/AbstractAttributeMap;)Lnet/minecraft/nbt/NBTTagList;,writeBaseAttributeMapToNBT
